full_name,stargazers_count,description,created_at,updated_at,forks_count,watchers_count,size,language,has_issues,has_projects,has_downloads,has_wiki,has_pages,has_discussions,archived,open_issues_count
rajetic/auto_oculus_touch,100,Tools to allow AutoHotKey to read the state of the Oculus Touch controllers.,2017-01-17T22:49:26Z,2025-04-09T08:33:38Z,20,100,449,C++,True,True,True,True,False,False,False,21
Mav3rick33/ZenLdr,100,Basic implementation of Cobalt Strikes - User Defined Reflective Loader feature,2023-02-27T10:23:34Z,2025-04-10T17:25:31Z,8,100,138,C,True,True,True,True,False,False,False,0
gaffling/PHP-Grab-Google-Reviews,100,:star: Get Google-Reviews with PHP cURL and API Key,2019-04-16T07:40:21Z,2025-04-11T05:32:35Z,33,100,70,PHP,True,True,True,True,False,False,False,0
kowainik/typerep-map,100,⚡️Efficient implementation of Map with types as keys,2017-12-15T23:16:22Z,2025-04-12T22:47:26Z,18,100,192,Haskell,True,True,True,True,False,False,False,17
jiangjh0908/Yolov8_with_DCNv3,100,在YOLOv8中替换卷积为DCNv3，实现有效涨点,2024-03-08T08:34:25Z,2025-04-14T11:38:56Z,0,100,61375,Python,True,True,True,False,False,False,False,6
jwilk-archive/pdf2djvu,100,PDF to DjVu converter,2015-05-29T18:50:07Z,2025-04-15T09:33:57Z,19,100,8357,C++,True,False,True,False,False,False,True,52
yanjao/vue-simple-template,100,vue+vuex+vue-router simple template,2017-12-27T03:23:28Z,2025-04-16T08:06:51Z,41,100,23,JavaScript,True,True,True,True,False,False,False,0
GATB/bcalm,100,compacted de Bruijn graph construction in low memory,2014-12-25T16:11:49Z,2025-04-17T06:51:08Z,20,100,589,Python,True,True,True,True,False,False,False,18
hpc/Spindle,100,Scalable dynamic library and python loading in HPC environments,2013-05-21T18:08:33Z,2025-04-19T00:21:21Z,25,100,4091,C,True,True,True,True,False,True,False,24
gps-sdr/gps-sdr,100,Open source GPS receiver based on USRP and GN3S,2008-05-13T23:44:18Z,2025-04-19T22:13:59Z,50,100,9657,C++,True,True,True,True,True,False,False,0
OpenFOAM/OpenFOAM-7,100,OpenFOAM Foundation repository for OpenFOAM version 7,2019-07-08T08:37:30Z,2025-03-29T08:26:22Z,105,100,85284,C++,True,True,True,True,False,False,False,2
rubymorillo/pocket-ux-list,100,"A small, but formidable, list of UX-related resources for people interested in learning more about UX concepts. ",2019-08-31T15:33:28Z,2025-03-28T19:09:32Z,9,100,25,,True,True,True,True,False,False,False,1
ServiceNow/example-restclient-myworkapp-nodejs,100,This project contains source code for an example Node.js web application that interacts with ServiceNow's REST APIs.,2016-03-04T22:10:00Z,2025-03-29T19:49:17Z,113,100,1032,JavaScript,True,True,True,True,False,False,False,7
TurboPack/Orpheus,100,Orpheus is an award-winning UI toolkit for Embarcadero Delphi & C++Builder,2015-02-18T12:02:53Z,2025-03-23T01:27:31Z,37,100,9273,Pascal,True,True,True,True,False,False,False,9
theraw/The-World-Is-Yours,100,Nginx L7 DDoS Protection! And many more features :boom: :zap:,2017-11-29T11:16:29Z,2025-04-03T23:36:12Z,36,100,82707,Shell,True,True,True,True,True,False,False,1
EzequielRamis/liga,100,Get your favourite programming font with ligatures ✨,2021-11-30T17:30:45Z,2025-04-04T23:57:41Z,3,100,10029,Python,True,True,True,True,False,False,False,0
HelloWk/MagicMirror,100,,2016-03-25T11:44:08Z,2025-04-01T01:07:33Z,47,100,24404,JavaScript,True,True,True,True,False,False,False,4
mdadams/clang_libraries_companion,100,Companion Repository for the Lecture Slides for the Clang Libraries,2022-12-27T21:10:00Z,2025-03-28T05:28:42Z,12,100,222,C++,True,True,True,True,False,False,False,0
go-distributed/epaxos,100,epaxos,2014-01-25T20:26:18Z,2025-03-02T06:36:24Z,25,100,1904,Go,True,True,True,True,False,False,False,21
robinvanderknaap/MvcJqGrid,100,Fluent jqGrid Html Helper for ASP.NET MVC,2010-06-07T21:08:19Z,2025-03-04T00:00:06Z,74,100,43966,C#,True,True,True,False,False,False,False,8
ideasman42/isect_segments-bentley_ottmann,100,BentleyOttmann sweep-line implementation (for finding all intersections in a set of line segments),2015-10-18T10:08:31Z,2025-03-28T01:55:09Z,42,100,352,Python,True,True,True,False,False,False,False,9
uken/newrelic-timing,100,Integrates Single Page Apps with NewRelic's Real User Monitoring,2013-11-27T21:32:03Z,2025-04-26T12:25:46Z,17,100,20,JavaScript,True,True,True,False,False,False,False,3
HazyResearch/fonduer-tutorials,100,A collection of simple tutorials for using Fonduer,2018-03-23T20:13:51Z,2025-04-29T11:49:29Z,26,100,8514,Jupyter Notebook,True,False,True,False,False,False,False,9
hanc00l/jscat,100,JScript RAT,2020-01-08T13:23:04Z,2025-04-30T01:33:42Z,26,100,86,Python,True,True,True,True,False,False,True,0
k-yomo/fixtory,100,"Type-safe, DRY, flexible test fixture factory based on Go 1.18+ Generics",2020-08-08T15:23:10Z,2025-04-30T02:54:17Z,5,100,108,Go,True,True,True,True,False,False,False,5
Stuhl/javascript-entity-component-system,100,A simple and small sized Entity Component System for HTML5 games,2019-04-19T12:51:57Z,2025-04-21T08:21:21Z,1,100,1140,JavaScript,True,True,True,True,True,False,False,2
ymex/banner,100," Android Viewpager rotation control, application guide page controls, support vertical, horizontal cycle scrolling, extended from view support animation, indicator extension and so on;Android viewpager轮播图控件、app引导页控件，支持垂直、水平循环滚动，扩展自viewpager 支持动画，指示器扩展等。",2017-09-08T14:15:05Z,2025-04-22T04:45:42Z,19,100,17425,Java,True,True,True,True,False,False,False,1
KeithYokoma/AccountAutoCompleteEditText,100,Simple extension for account suggestion and auto completion.,2014-03-05T02:16:33Z,2025-05-02T16:51:57Z,17,100,361,Java,True,True,True,False,False,False,False,0
edjw/find-nearest-tailwind-colour,100,A webapp to find the nearest Tailwind CSS colour from a given hex colour code,2020-12-31T14:37:37Z,2025-05-01T20:15:58Z,13,100,761,JavaScript,True,True,True,True,False,False,False,2
fu123456/SHIQ,100," Project for CVPR21 paper: ""A Multi-Task Network for Joint Specular Highlight Detection and Removal"".",2021-07-15T08:19:21Z,2025-05-03T21:05:02Z,17,100,1053,Shell,True,True,True,True,False,False,False,22
Kautenja/RackNES,100,A Nintendo Entertainment System (NES) emulator module for VCV Rack.,2020-06-14T05:16:38Z,2025-05-03T23:29:19Z,3,100,2531,C++,True,False,True,False,False,False,False,10
pyside/Shiboken,100,Python bindings generator that uses API Extractor and outputs CPython code.,2010-12-23T17:20:54Z,2025-05-06T08:22:28Z,26,100,11316,C++,True,True,True,False,False,False,False,24
YQ-YSY/stroke-seq_MB,100,单手笔顺输入法码表 Code table for Chinese stroke sequence (one hand) input method,2016-04-15T13:51:16Z,2025-05-04T22:08:22Z,28,100,192311,Python,True,True,True,True,False,False,False,7
MithunTechnologiesDevOps/maven-web-application,100,,2019-09-10T14:52:04Z,2025-05-05T08:56:51Z,12494,100,353,Java,True,True,True,True,False,False,False,212
valebes/rsClock,100,A simple terminal clock written in Rust.,2019-07-06T13:04:35Z,2025-05-06T12:38:10Z,6,100,7728,Rust,True,True,True,True,False,False,False,6
Cobalt-Strike/sleepmask-vs,100,A simple Sleepmask BOF example,2024-07-04T11:39:52Z,2025-05-07T03:36:49Z,22,100,39,C++,False,True,True,False,False,False,False,0
rmarkello/abagen,100,A toolbox for working with Allen Human Brain Atlas microarray expression data,2018-03-20T21:01:39Z,2025-05-07T02:51:49Z,44,100,8035,Python,True,True,True,True,False,False,False,33
LSPosed/LSPlt,100,Simple PLT hook for Android,2022-11-23T11:01:14Z,2025-05-09T09:32:36Z,18,100,604,C++,True,True,True,True,True,False,False,0
huan-xi/blockchainj,100,java区块链，实现联盟链溯源系统,2019-01-23T09:55:00Z,2025-05-10T11:47:51Z,55,100,75,Java,True,True,True,True,False,False,False,6
AdguardTeam/AdGuardVPNCLI,100,AdGuard VPN command-line version,2024-04-04T16:25:19Z,2025-05-11T07:32:53Z,2,100,73,Shell,True,False,True,False,False,False,False,42
Wujiaxuan007/intellij-sdk-code-samples,100,IntelliJ 插件开发代码示例 ,2022-12-20T02:33:36Z,2025-05-13T02:41:17Z,23,100,768,Kotlin,True,True,True,True,False,True,False,0
devpew/muffinReactNative,100,,2021-05-05T15:52:06Z,2025-05-13T03:35:38Z,3,100,201,JavaScript,True,True,True,True,False,False,False,0
VIS4ROB-lab/decoSLAM,100,,2023-02-27T09:33:47Z,2025-05-12T15:15:40Z,8,100,38119,C++,True,True,True,True,False,False,False,2
TimSoethout/goodwe-sems-home-assistant,100,Sensor for Home Assistant pulling data from the GoodWe SEMS API for solar panel production metrics.,2019-01-04T21:12:46Z,2025-05-13T13:37:28Z,40,100,314,Python,True,True,True,True,False,True,False,23
vercel-labs/ai-sdk-preview-roundtrips,100,,2024-09-04T12:28:35Z,2025-05-14T04:01:50Z,16,100,346,TypeScript,True,True,True,True,False,False,False,0
bingryan/WeChatAI,100,All in One AI Chat Tool( GPT-4 / GPT-3.5 /OpenAI API/Azure OpenAI/Prompt Template Engine),2023-04-20T07:51:59Z,2025-05-14T07:33:45Z,14,100,4191,Rust,True,True,True,True,False,False,False,3
luttje/Key2Joy,100,Simulate a GameController/Joystick using your keyboard and mouse.,2022-03-01T23:10:52Z,2025-05-14T21:00:24Z,2,100,109214,C#,True,False,True,False,False,True,False,25
usail-hkust/UUKG,100,UUKG: Unified Urban Knowledge Graph Dataset for Knowledge-Enhanced Urban Spatiotemporal Prediction,2023-02-02T13:48:09Z,2025-05-15T02:32:50Z,14,100,34228,Python,True,True,True,True,False,False,False,5
lkmio/lkm,100,"A high-performance, Go-based streaming media server that supports JT/T 1078 and GB28181 protocols.",2024-07-15T11:54:25Z,2025-05-15T06:38:54Z,17,100,408,Go,True,True,True,True,False,False,False,9
shengqing1/openmv-stm32,100,基于openmv+stm32的二维云台追踪系统,2022-10-07T06:38:39Z,2025-05-16T09:12:04Z,7,100,15890,C,False,True,True,False,False,False,False,0
gematik/api-erp,100,gematik provides a comprehensive overview of the e-prescription interfaces. This API documentation serves as a supplement to gematik's standard regulatory documents and details the e-prescription profiles based on the FHIR standard.,2020-04-30T10:31:16Z,2025-05-16T06:03:33Z,23,100,185866,HTML,True,True,True,True,True,False,False,3
curiousily/ragbase,100,"Completely local RAG. Chat with your PDF documents (with open LLM) and UI to that uses LangChain, Streamlit, Ollama (Llama 3.1), Qdrant and advanced methods like reranking and semantic chunking.",2024-07-11T10:12:30Z,2025-05-15T19:54:32Z,36,100,419,Python,True,True,True,False,False,False,False,9
minhmanho/deep_preset,100,[WACV'21] Deep Preset: Blending and Retouching Photos with Color Style Transfer,2020-07-20T09:56:10Z,2025-05-16T15:20:36Z,12,100,172201,Python,True,True,True,True,True,False,False,0
inway/flutter_ringtone_player,100,"Simple Flutter plugin to play ringtone, alarm & notification sounds",2019-04-26T18:31:23Z,2025-05-18T10:21:43Z,83,100,3258,Dart,True,False,True,False,False,True,False,13
inlabru-org/inlabru,100,inlabru,2016-10-18T14:56:46Z,2025-05-18T20:48:58Z,21,100,5558856,R,True,True,True,True,True,True,False,26
lucidrains/MaMMUT-pytorch,100,"Implementation of MaMMUT, a simple vision-encoder text-decoder architecture for multimodal tasks from Google, in Pytorch",2023-05-05T19:03:19Z,2025-05-17T16:30:13Z,4,100,99,Python,True,True,True,True,False,False,False,1
WraithsDev/img-logger,100,,2025-02-25T12:58:06Z,2025-05-17T22:16:52Z,163,100,8,Python,True,True,True,True,False,False,False,3
rsieiro/RSOAuthEngine,150,ARC based OAuth engine for MKNetworkKit,2011-12-13T23:17:18Z,2023-04-11T07:19:22Z,31,150,908,Objective-C,True,True,True,True,False,False,False,1
lintool/Mr.LDA,150,Scalable Topic Modeling using Variational Inference in MapReduce,2012-01-31T01:59:43Z,2024-11-14T02:47:45Z,95,150,781,Java,True,False,True,False,True,False,True,8
DrSleep/nas-segm-pytorch,150,"Code for Fast Neural Architecture Search of Compact Semantic Segmentation Models via Auxiliary Cells, CVPR '19",2019-06-16T02:30:36Z,2024-11-26T01:50:10Z,24,150,21733,Smalltalk,True,True,True,True,False,False,True,2
EricWVGG/AngularSlideables,150,"A ""pure"" Angular implementation of jQuery-style toggleSlide().",2013-11-01T21:06:15Z,2024-10-15T04:58:49Z,42,150,262,JavaScript,True,True,True,True,False,False,False,12
MagiCircles/SchoolIdolAPI,150,The ultimate resource for LLSIF players,2015-01-21T13:49:22Z,2024-09-15T20:55:29Z,28,150,60360,Python,True,True,True,True,False,False,False,149
rafaelgomesxyz/esgst,150,An extension that enhances SteamGifts / SteamTrades.,2017-09-14T14:09:52Z,2025-02-14T07:53:28Z,23,150,89416,JavaScript,True,False,True,True,False,False,False,89
AllenCoder/AndroidCustomView,150,一个简单的投票排名对比图,2016-08-15T10:08:14Z,2025-01-30T16:09:28Z,28,150,1377,Java,True,True,True,True,False,False,False,1
FermiQC/Fermi.jl,150,Fermi quantum chemistry program,2020-06-23T18:22:50Z,2025-03-20T18:48:30Z,26,150,45520,Julia,True,True,True,True,True,True,False,22
taviso/lotusdrv,150,Lotus 1-2-3 R4D Display Driver for DOSEMU,2021-03-01T15:55:49Z,2025-01-15T05:41:41Z,2,150,318,C,True,True,True,True,False,False,False,2
PhilipSchmid/k8s-home-lab,150,Setup for a K8s home lab running on a single host (e.g. Intel NUC),2020-09-27T11:07:05Z,2025-03-19T17:22:06Z,20,150,18789,,True,False,True,False,False,False,False,4
bbcmicrobit/hardware,150,Hardware designs for the BBC micro:bit,2017-03-01T16:03:26Z,2025-02-22T14:16:56Z,44,150,665,,True,True,True,True,False,False,False,1
armory3d/sdfgen,150,GPU-based SDF generator,2017-07-15T14:13:43Z,2025-01-26T23:23:12Z,13,150,19524,Haxe,True,True,True,True,False,False,True,0
bobheadxi/gobenchdata,150,"📉 Run Go benchmarks, publish results to an interactive web app, and check for performance regressions in your pull requests",2019-04-25T06:06:15Z,2025-03-06T16:54:45Z,13,150,8990,Go,True,False,True,False,True,True,False,11
numeristical/introspective,150,Repo for the ML_Insights python package,2016-09-28T21:30:53Z,2025-04-14T00:02:58Z,67,150,20479,Jupyter Notebook,True,True,True,True,False,False,False,18
nickrusso42518/slt-py-example,150,Safari Live Training - Python by Example,2018-09-06T19:53:10Z,2025-03-22T19:12:37Z,192,150,60,Python,True,True,True,True,False,False,False,0
JPMinty/MindMaps,150,Collection of created MindMaps,2020-04-28T09:25:15Z,2025-03-28T23:03:06Z,25,150,160847,,True,True,True,True,False,False,False,0
fivethirtyeight/police-settlements,150,A FiveThirtyEight/The Marshall Project effort to collect comprehensive data on police misconduct settlements from 2010-19.,2021-02-22T20:54:39Z,2025-04-02T21:56:31Z,35,150,70695,R,True,False,True,True,False,False,False,3
AstraZeneca/awesome-shapley-value,150,"Reading list for ""The Shapley Value in Machine Learning"" (JCAI 2022)",2022-04-29T13:50:41Z,2025-04-26T05:23:47Z,12,150,637,,True,True,True,True,False,False,False,0
phoinixi/jsonresume-theme-stackoverflow,150,Stack Overflow theme for JSON Resume,2015-09-07T15:06:07Z,2025-04-26T17:35:08Z,147,150,280,Handlebars,True,False,True,True,False,False,False,3
SmallRuralDog/yundocs,150,云档3.0版本，taro开发。可打包多平台小程序，h5，IOS和Android客户端。欢迎star跟进,2019-01-10T10:49:59Z,2025-04-30T02:16:37Z,28,150,598,TypeScript,True,True,True,True,False,False,False,3
fengzhenHIT/OpenCV_Projects,150,OpenCV实现计算机视觉项目,2020-09-08T04:15:50Z,2025-04-30T03:39:17Z,25,150,5,,True,True,True,True,False,False,False,0
KYX1234/Element-Admin,150,基于 Vue3、TypeScript、Vite、Pinia、Element-Plus、Unocss 的一套后台管理框架。,2023-07-12T12:31:18Z,2025-04-23T07:32:30Z,24,150,17599,Vue,True,True,True,True,True,False,False,1
hanshaze/MS17-010-EternalBlue-WinXP-Win10,150,EternalBlue Metasploit Port to various Windows Versions from Windows XP SP2 up to Windows 10 Pro,2017-10-22T18:33:57Z,2025-04-21T17:45:40Z,88,150,59,Ruby,False,True,True,True,False,False,False,0
norbusan/pymupdf-debian,150,Packaging of pymupdf for Debian,2020-02-15T22:38:11Z,2025-04-22T13:17:10Z,0,150,19045,SWIG,True,True,True,True,False,False,True,0
mwarning/SimpleDNS,150,A very simple and small DNS Server to help understanding the protocol basics.,2013-04-14T22:51:03Z,2025-04-22T13:07:21Z,49,150,47,C,True,True,True,True,False,False,False,0
pcouy/rpi-eth-display,150,Turn a RPi into an additionnal video output over Ethernet,2023-03-14T10:47:47Z,2025-04-24T22:13:28Z,4,150,43,Shell,True,False,True,False,False,True,False,1
aweris/gale,150,GitHub Action Local Executor,2023-04-19T19:16:47Z,2025-04-30T20:18:25Z,5,150,5542,Go,True,True,True,True,True,False,False,10
Bitvested/ta.js,150,Financial Technical Analysis in JavaScript,2020-08-24T10:36:24Z,2025-04-30T15:47:04Z,34,150,635,JavaScript,True,True,True,True,False,False,False,3
Shopify/shopify-frontend-template-react,150,,2022-04-08T14:29:37Z,2025-05-06T04:02:03Z,71,150,342,JavaScript,True,True,True,True,False,False,False,24
dragonman225/stm32f469-usbaudio,150,Enable 24-bit / 96kHz Hi-Fi PCM stereo audio output via USB Audio Class 1.0 asynchronous mode on STM32469I-Discovery · Volume and mute control implemented,2019-09-19T17:28:22Z,2025-05-08T16:20:27Z,36,150,17664,C,True,True,True,True,False,False,False,6
IIT-PAVIS/AI-Thermometer,150,Code for automatically measuring the temperature of people using a thermal camera.,2020-03-19T20:07:42Z,2025-05-08T21:10:42Z,57,150,2394,Python,True,True,True,True,False,False,False,2
speedskater/hot,150,HOT - Height Optimized Trie,2017-07-25T18:08:42Z,2025-05-08T03:36:58Z,34,150,399,C++,True,True,True,True,False,False,False,9
scalegenius/pg_bitemporal,150,Bitemporal tables in Postgres,2015-12-07T21:14:04Z,2025-05-09T15:03:03Z,29,150,3371,PLpgSQL,True,True,True,True,False,False,False,3
tysonwu/dash-tradingview,150,Tradingview Lightweight Charts wrapper for Plotly Dash apps,2022-09-10T13:58:11Z,2025-05-10T07:07:04Z,27,150,6652,Python,True,True,True,True,False,False,False,8
cabbage-ex/cabbage,150,Story BDD tool for executing elixir in ExUnit,2016-12-28T15:08:22Z,2025-05-10T22:59:58Z,34,150,233,Elixir,True,True,True,True,False,True,False,18
YaN9-Y/lafin,150,LaFIn: Generative Landmark Guided Face Inpainting,2019-11-25T10:34:06Z,2025-05-12T02:20:06Z,28,150,503,Python,True,True,True,True,False,False,False,12
excalidraw/svg-to-excalidraw,150,Convert SVGs into Excalidraw data,2021-02-18T23:39:31Z,2025-05-11T22:34:34Z,34,150,780,TypeScript,True,True,True,True,False,False,False,12
